"DeedName","Salutation","LegalDesc","MailingAdd","MailCity","MailState","MZip","PropAdd","PropCity","PropSt","PropZip","RAAdd","RACity","RAState","RAZip","PDFAdd","PDFCity","PDFState","PDFZip","PDFAdd2","PDFCity2","PDFState2","PDFZip2"
"WELLONS INC","","","PO BOX 52328","DURHAM","NC","27717","302 HELEN STREET","","","","","","","","","","","","","","",""
