"DeedName","Salutation","LegalDesc","MailingAdd","MailCity","MailState","MZip","PropAdd","PropCity","PropSt","PropZip","RAAdd","RACity","RAState","RAZip","PDFAdd","PDFCity","PDFState","PDFZip","PDFAdd2","PDFCity2","PDFState2","PDFZip2"
"OXFORD INDEPENDENT PROPERTIES LLC","","","PO BOX 130","SANFORD","NC","27331","150 COVENTRY DRIVE","","","","","","","","","","","","","","",""
