"DeedName","Salutation","LegalDesc","MailingAdd","MailCity","MailState","MZip","PropAdd","PropCity","PropSt","PropZip","RAAdd","RACity","RAState","RAZip","PDFAdd","PDFCity","PDFState","PDFZip","PDFAdd2","PDFCity2","PDFState2","PDFZip2"
"","","","PO BOX 905","CARTHAGE","NC","28327","1 COURTHOUSE SQUARE","CARTHAGE","","","","","","","","","","","","","",""
