"DeedName","Salutation","LegalDesc","MailingAdd","MailCity","MailState","MZip","PropAdd","PropCity","PropSt","PropZip","RAAdd","RACity","RAState","RAZip","PDFAdd","PDFCity","PDFState","PDFZip","PDFAdd2","PDFCity2","PDFState2","PDFZip2"
"CITY OF RALEIGH","","","PO BOX 590","RALEIGH","NC","27602","222 W HARGETT STREET","RALEIGH","NC","27601","","","","","","","","","","","",""
