"DeedName","Salutation","LegalDesc","MailingAdd","MailCity","MailState","MZip","PropAdd","PropCity","PropSt","PropZip","RAAdd","RACity","RAState","RAZip","PDFAdd","PDFCity","PDFState","PDFZip","PDFAdd2","PDFCity2","PDFState2","PDFZip2"
"COUNTY OF DURHAM","","","200 E MAIN STREET","DURHAM","NC","27701","200 E MAIN STREET","DURHAM","NC","","","","","","","","","","","","",""
